[ 2025-08-07 10:44:28,270 ] 22 root - INFO - Initiate the data ingestion
[ 2025-08-07 10:44:31,474 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-08-07 10:44:31,474 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-08-07 10:44:31,474 ] 75 root - INFO - Exporting train and test file path.
[ 2025-08-07 10:44:31,508 ] 84 root - INFO - Exported train and test file path.
[ 2025-08-07 10:44:31,508 ] 24 root - INFO - Data Initiation Completed
[ 2025-08-07 10:44:31,512 ] 28 root - INFO - Initiate the data Validation
[ 2025-08-07 10:44:31,522 ] 32 root - INFO - Required number of columns:2
[ 2025-08-07 10:44:31,522 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-07 10:44:31,522 ] 32 root - INFO - Required number of columns:2
[ 2025-08-07 10:44:31,522 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-07 10:44:31,610 ] 30 root - INFO - data Validation Completed
[ 2025-08-07 10:44:31,610 ] 33 root - INFO - data Transformation started
[ 2025-08-07 10:44:31,610 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-08-07 10:44:31,610 ] 65 root - INFO - Starting data transformation
[ 2025-08-07 10:44:31,621 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-08-07 10:44:31,621 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-08-07 10:44:31,641 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-07 10:44:31,648 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-07 10:44:31,648 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-07 10:44:31,674 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-07 10:44:31,674 ] 37 root - INFO - data Transformation completed
[ 2025-08-07 10:44:31,674 ] 39 root - INFO - Model Training sstared
