[ 2025-08-07 10:24:12,682 ] 22 root - INFO - Initiate the data ingestion
[ 2025-08-07 10:24:16,739 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-08-07 10:24:16,739 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-08-07 10:24:16,739 ] 75 root - INFO - Exporting train and test file path.
[ 2025-08-07 10:24:16,773 ] 84 root - INFO - Exported train and test file path.
[ 2025-08-07 10:24:16,773 ] 24 root - INFO - Data Initiation Completed
[ 2025-08-07 10:24:16,777 ] 28 root - INFO - Initiate the data Validation
[ 2025-08-07 10:24:16,788 ] 32 root - INFO - Required number of columns:2
[ 2025-08-07 10:24:16,789 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-07 10:24:16,789 ] 32 root - INFO - Required number of columns:2
[ 2025-08-07 10:24:16,789 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-07 10:24:16,873 ] 30 root - INFO - data Validation Completed
[ 2025-08-07 10:24:16,873 ] 33 root - INFO - data Transformation started
[ 2025-08-07 10:24:16,873 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-08-07 10:24:16,873 ] 65 root - INFO - Starting data transformation
[ 2025-08-07 10:24:16,882 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-08-07 10:24:16,882 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-08-07 10:24:16,891 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-07 10:24:16,902 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-07 10:24:16,902 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-07 10:24:16,909 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-07 10:24:16,909 ] 37 root - INFO - data Transformation completed
[ 2025-08-07 10:24:16,909 ] 39 root - INFO - Model Training sstared
