[ 2025-08-02 17:01:23,817 ] 22 root - INFO - Initiate the data ingestion
[ 2025-08-02 17:01:27,521 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-08-02 17:01:27,521 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-08-02 17:01:27,522 ] 75 root - INFO - Exporting train and test file path.
[ 2025-08-02 17:01:27,555 ] 84 root - INFO - Exported train and test file path.
[ 2025-08-02 17:01:27,556 ] 24 root - INFO - Data Initiation Completed
[ 2025-08-02 17:01:27,559 ] 28 root - INFO - Initiate the data Validation
[ 2025-08-02 17:01:27,570 ] 32 root - INFO - Required number of columns:2
[ 2025-08-02 17:01:27,570 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-02 17:01:27,570 ] 32 root - INFO - Required number of columns:2
[ 2025-08-02 17:01:27,570 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-02 17:01:27,649 ] 30 root - INFO - data Validation Completed
[ 2025-08-02 17:01:27,650 ] 33 root - INFO - data Transformation started
[ 2025-08-02 17:01:27,650 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-08-02 17:01:27,650 ] 65 root - INFO - Starting data transformation
[ 2025-08-02 17:01:27,659 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-08-02 17:01:27,659 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-08-02 17:01:27,664 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-02 17:01:27,670 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-02 17:01:27,671 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-02 17:01:27,675 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-02 17:01:27,676 ] 37 root - INFO - data Transformation completed
[ 2025-08-02 17:01:27,678 ] 59 root - INFO - Initiate the data ingestion
[ 2025-08-02 17:01:31,274 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-08-02 17:01:31,274 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-08-02 17:01:31,274 ] 75 root - INFO - Exporting train and test file path.
[ 2025-08-02 17:01:31,309 ] 84 root - INFO - Exported train and test file path.
[ 2025-08-02 17:01:31,309 ] 61 root - INFO - Data Initiation Completed
[ 2025-08-02 17:01:31,312 ] 65 root - INFO - Initiate the data Validation
[ 2025-08-02 17:01:31,321 ] 32 root - INFO - Required number of columns:2
[ 2025-08-02 17:01:31,321 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-02 17:01:31,321 ] 32 root - INFO - Required number of columns:2
[ 2025-08-02 17:01:31,321 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-02 17:01:31,401 ] 67 root - INFO - data Validation Completed
