[ 2025-08-07 10:20:20,815 ] 22 root - INFO - Initiate the data ingestion
[ 2025-08-07 10:20:24,972 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-08-07 10:20:24,972 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-08-07 10:20:24,972 ] 75 root - INFO - Exporting train and test file path.
[ 2025-08-07 10:20:25,005 ] 84 root - INFO - Exported train and test file path.
[ 2025-08-07 10:20:25,005 ] 24 root - INFO - Data Initiation Completed
[ 2025-08-07 10:20:25,009 ] 28 root - INFO - Initiate the data Validation
[ 2025-08-07 10:20:25,019 ] 32 root - INFO - Required number of columns:2
[ 2025-08-07 10:20:25,019 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-07 10:20:25,019 ] 32 root - INFO - Required number of columns:2
[ 2025-08-07 10:20:25,019 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-07 10:20:25,113 ] 30 root - INFO - data Validation Completed
[ 2025-08-07 10:20:25,113 ] 33 root - INFO - data Transformation started
[ 2025-08-07 10:20:25,113 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-08-07 10:20:25,113 ] 65 root - INFO - Starting data transformation
[ 2025-08-07 10:20:25,122 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-08-07 10:20:25,122 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-08-07 10:20:25,126 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-07 10:20:25,128 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-07 10:20:25,128 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-07 10:20:25,133 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-07 10:20:25,133 ] 37 root - INFO - data Transformation completed
[ 2025-08-07 10:20:25,133 ] 39 root - INFO - Model Training sstared
